0.97175932,0.27299145,0.60483378,0.417680,-0.389093,0.821066
1.00829530,0.30264848,0.60042644,0.417680,-0.389093,0.821066
0.99042088,0.28527200,0.60121626,0.417680,-0.389093,0.821066
0.92371309,0.23781584,0.61245215,0.417680,-0.389093,0.821066
1.15696216,0.39635032,0.56963885,0.417680,-0.389093,0.821066
1.16360712,0.39928323,0.56766462,0.417680,-0.389093,0.821066
1.04462159,0.31753415,0.58908659,0.417680,-0.389093,0.821066
1.07764328,0.34068012,0.58335984,0.417680,-0.389093,0.821066
1.09455776,0.35405838,0.58115184,0.417680,-0.389093,0.821066
0.36968961,-0.06209164,0.75066918,0.417680,-0.389093,0.821066
0.67228454,0.08828920,0.66878259,0.417680,-0.389093,0.821066
0.68602830,0.08711982,0.66125137,0.417680,-0.389093,0.821066
0.64884114,0.11025719,0.69114637,0.417680,-0.389093,0.821066
0.65840846,0.11511268,0.68860543,0.417680,-0.389093,0.821066
0.65843481,0.11250196,0.68734801,0.417680,-0.389093,0.821066
0.66403759,0.10803726,0.68237752,0.417680,-0.389093,0.821066
0.67243326,0.12130205,0.68443817,0.417680,-0.389093,0.821066
0.69098783,0.11394240,0.67151612,0.417680,-0.389093,0.821066
0.67881864,0.13734095,0.68884075,0.417680,-0.389093,0.821066
0.68225455,0.10512831,0.67174757,0.417680,-0.389093,0.821066
0.68371439,0.10706888,0.67193151,0.417680,-0.389093,0.821066
0.66667014,0.10751682,0.68079364,0.417680,-0.389093,0.821066
0.68752706,0.10155893,0.66737127,0.417680,-0.389093,0.821066
0.67022181,0.11394954,0.68205673,0.417680,-0.389093,0.821066
0.68825150,0.10451488,0.66841221,0.417680,-0.389093,0.821066
0.67641383,0.09489045,0.66983289,0.417680,-0.389093,0.821066
0.68533581,0.08329635,0.65978086,0.417680,-0.389093,0.821066
0.64906347,0.12680870,0.69892055,0.417680,-0.389093,0.821066
0.60622418,0.09724530,0.70657116,0.417680,-0.389093,0.821066
0.60864544,0.10152667,0.70738262,0.417680,-0.389093,0.821066
0.64457393,0.12921149,0.70234370,0.417680,-0.389093,0.821066
0.63512301,0.12081253,0.70313710,0.417680,-0.389093,0.821066
0.63114715,0.11287292,0.70137119,0.417680,-0.389093,0.821066
0.58962512,0.08796567,0.71057206,0.417680,-0.389093,0.821066
0.62154347,0.04305038,0.67297310,0.417680,-0.389093,0.821066
0.61867589,0.04340827,0.67459875,0.417680,-0.389093,0.821066
0.60713780,0.03059241,0.67434657,0.417680,-0.389093,0.821066
0.60215938,0.07018624,0.69573981,0.417680,-0.389093,0.821066
